crop,x1,y1,x2,y2,conf,match_pct,ignored
frame_000193_fish_01.png,968,736,1048,794,0.9001,91.00,0
frame_000193_fish_02.png,989,308,1055,367,0.8846,90.45,0
frame_000193_fish_03.png,675,415,749,515,0.8838,83.94,0
frame_000193_fish_04.png,736,332,763,410,0.7205,90.64,0
frame_000194_fish_00.png,740,554,812,638,0.8971,82.48,0
frame_000194_fish_01.png,928,736,1009,780,0.8859,86.91,0
frame_000194_fish_02.png,738,371,799,429,0.8586,93.59,0
frame_000194_fish_03.png,975,303,1041,340,0.8461,87.27,0
frame_000194_fish_04.png,727,730,755,789,0.8308,90.63,0
frame_000195_fish_00.png,824,656,924,715,0.8997,77.97,0
frame_000195_fish_01.png,766,384,853,440,0.8762,91.08,0
frame_000195_fish_02.png,924,720,970,792,0.8601,90.78,0
frame_000195_fish_03.png,993,300,1051,337,0.8269,85.62,0
frame_000195_fish_04.png,713,728,756,813,0.6607,95.21,0
frame_000195_fish_05.png,712,767,741,813,0.2791,88.37,0
frame_000196_fish_00.png,920,757,986,831,0.9014,85.68,0
frame_000196_fish_01.png,935,711,1017,775,0.8901,84.37,0
frame_000196_fish_02.png,799,360,877,411,0.8894,88.97,0
frame_000196_fish_03.png,675,788,719,818,0.8816,76.70,0
frame_000196_fish_04.png,985,295,1062,334,0.5267,85.32,0
frame_000197_fish_00.png,645,768,707,809,0.9110,80.89,0
frame_000197_fish_01.png,983,783,1058,841,0.8920,86.68,0
frame_000197_fish_02.png,823,349,881,402,0.8768,91.17,0
frame_000198_fish_00.png,622,741,678,790,0.9001,81.26,0
frame_000198_fish_01.png,1039,820,1113,860,0.8645,86.13,0
frame_000198_fish_02.png,832,349,873,391,0.7961,90.38,0
frame_000198_fish_03.png,985,796,1039,856,0.5843,92.31,0
frame_000199_fish_00.png,1084,813,1160,848,0.8903,87.34,0
frame_000199_fish_01.png,914,811,1001,847,0.8847,89.28,0
frame_000199_fish_02.png,623,726,640,765,0.8654,80.64,0
frame_000199_fish_03.png,826,366,856,423,0.5708,89.63,0
frame_000200_fish_00.png,847,769,902,829,0.8987,89.97,0
frame_000200_fish_01.png,635,711,663,739,0.8588,78.75,0
frame_000200_fish_02.png,1124,803,1159,841,0.4615,88.37,0
frame_000201_fish_00.png,790,694,857,755,0.9075,80.22,0
frame_000201_fish_01.png,818,403,877,441,0.8795,89.42,0
frame_000201_fish_02.png,674,678,707,704,0.8608,77.79,0
frame_000201_fish_03.png,1102,800,1138,833,0.8342,86.08,0
frame_000202_fish_00.png,1047,754,1101,795,0.8876,84.21,0
frame_000202_fish_01.png,753,601,795,653,0.8816,76.93,0
frame_000202_fish_02.png,798,393,874,432,0.8783,89.37,0
frame_000202_fish_03.png,692,663,746,698,0.8744,76.99,0
frame_000203_fish_00.png,639,472,717,546,0.9223,83.98,0
frame_000203_fish_01.png,696,671,757,731,0.9065,81.50,0
frame_000203_fish_02.png,763,382,840,463,0.8918,90.92,0
frame_000203_fish_03.png,1006,685,1053,715,0.8784,84.76,0
frame_000204_fish_00.png,718,701,789,754,0.9043,80.09,0
frame_000204_fish_01.png,562,352,650,438,0.9039,87.14,0
frame_000204_fish_02.png,971,596,1030,659,0.8905,93.96,0
frame_000204_fish_03.png,566,436,593,510,0.6354,95.16,0
frame_000205_fish_00.png,736,728,816,774,0.8775,79.35,0
frame_000205_fish_01.png,963,516,992,602,0.8681,90.36,0
frame_000205_fish_02.png,705,381,767,419,0.8653,84.60,0
frame_000206_fish_00.png,943,488,1006,544,0.9034,91.85,0
frame_000206_fish_01.png,771,738,843,776,0.8932,81.47,0
frame_000206_fish_02.png,704,351,793,410,0.8837,88.51,0
frame_000206_fish_03.png,571,177,666,237,0.6936,90.06,0
frame_000206_fish_04.png,572,176,665,269,0.5700,92.82,0
frame_000207_fish_00.png,833,688,857,751,0.8835,81.44,0
frame_000207_fish_01.png,758,330,801,386,0.8725,89.72,0
frame_000207_fish_02.png,968,383,992,471,0.8366,85.33,0
frame_000208_fish_00.png,854,634,907,685,0.9062,79.68,0
frame_000208_fish_01.png,761,313,845,356,0.8768,85.81,0
frame_000208_fish_02.png,879,288,935,348,0.5582,86.27,0
frame_000209_fish_00.png,901,580,956,646,0.9101,82.54,0
frame_000209_fish_01.png,882,313,974,354,0.8427,77.55,0
frame_000210_fish_00.png,949,549,983,623,0.8924,87.38,0
frame_000211_fish_00.png,913,406,985,486,0.9036,84.96,0
frame_000211_fish_01.png,926,536,1000,578,0.8957,80.07,0
frame_000212_fish_00.png,812,489,876,576,0.8900,91.48,0
frame_000212_fish_01.png,923,516,966,579,0.8327,88.53,0
frame_000213_fish_00.png,938,493,958,572,0.8430,84.18,0
frame_000213_fish_01.png,780,570,846,601,0.7961,81.87,0
frame_000213_fish_02.png,645,167,693,202,0.7503,86.30,0
frame_000214_fish_00.png,827,485,875,579,0.8975,86.70,0
frame_000214_fish_01.png,952,510,983,584,0.8740,88.16,0
frame_000215_fish_00.png,946,526,1011,578,0.8995,79.45,0
frame_000215_fish_01.png,823,458,869,563,0.8933,85.53,0
frame_000215_fish_02.png,752,72,850,193,0.8198,88.05,0
frame_000215_fish_03.png,617,206,650,267,0.3741,85.43,0
frame_000216_fish_00.png,985,552,1061,589,0.8987,76.34,0
frame_000216_fish_01.png,644,286,697,352,0.8840,85.29,0
frame_000216_fish_02.png,806,489,841,513,0.8739,89.42,0
frame_000217_fish_00.png,1042,582,1114,614,0.9030,75.64,0
frame_000217_fish_01.png,784,494,828,528,0.8849,89.24,0
frame_000217_fish_02.png,671,363,739,459,0.8841,87.48,0
frame_000218_fish_00.png,1074,617,1143,648,0.9005,72.75,0
frame_000218_fish_01.png,708,493,779,587,0.8785,85.26,0
frame_000218_fish_02.png,764,482,822,512,0.8553,94.54,0
frame_000219_fish_00.png,1083,638,1153,680,0.9164,79.51,0
frame_000219_fish_01.png,755,610,833,694,0.8798,82.67,0
frame_000219_fish_02.png,757,469,847,504,0.8719,94.18,0
frame_000219_fish_03.png,992,285,1029,368,0.8412,78.33,0
frame_000220_fish_00.png,1099,644,1173,691,0.9011,79.35,0
frame_000220_fish_01.png,817,455,882,535,0.8899,94.26,0
frame_000220_fish_02.png,995,487,1039,572,0.8898,82.08,0
frame_000220_fish_03.png,835,701,859,745,0.7372,80.53,0
frame_000221_fish_00.png,1132,638,1200,688,0.9089,79.10,0
frame_000221_fish_01.png,702,757,813,816,0.8769,80.96,0
frame_000221_fish_02.png,759,514,852,551,0.8534,94.70,0
frame_000221_fish_03.png,1007,654,1030,730,0.6881,86.79,0
frame_000222_fish_00.png,1145,633,1213,682,0.9022,81.65,0
frame_000222_fish_01.png,600,804,711,873,0.9000,83.45,0
frame_000222_fish_02.png,730,458,780,535,0.8552,87.06,0
frame_000223_fish_00.png,1162,633,1221,675,0.8955,78.82,0
frame_000223_fish_01.png,591,820,640,879,0.8925,88.57,0
frame_000223_fish_02.png,723,444,756,519,0.8805,76.26,0
frame_000223_fish_03.png,610,161,749,228,0.8556,82.69,0
frame_000224_fish_00.png,1176,652,1242,683,0.9316,74.12,0
frame_000224_fish_01.png,609,782,662,818,0.8765,79.29,0
frame_000224_fish_02.png,717,430,758,473,0.8571,83.07,0
frame_000224_fish_03.png,639,250,734,320,0.8230,87.46,0
frame_000225_fish_00.png,1220,699,1273,741,0.8976,81.62,0
frame_000225_fish_01.png,713,393,772,442,0.8819,84.64,0
frame_000225_fish_02.png,668,788,719,823,0.8812,84.56,0
frame_000226_fish_00.png,717,358,779,437,0.8999,87.02,0
frame_000226_fish_01.png,736,789,824,822,0.8984,85.23,0
frame_000226_fish_02.png,1253,746,1280,784,0.8280,80.62,0
frame_000227_fish_00.png,1225,732,1262,789,0.8885,81.74,0
frame_000227_fish_01.png,748,357,777,416,0.8685,84.88,0
frame_000227_fish_02.png,673,796,758,840,0.4488,91.16,0
frame_000228_fish_00.png,1190,697,1238,767,0.9179,81.48,0
frame_000228_fish_01.png,836,799,900,832,0.8595,85.29,0
frame_000229_fish_00.png,1159,654,1189,730,0.8953,71.33,0
frame_000229_fish_01.png,754,366,796,407,0.8563,84.23,0
frame_000229_fish_02.png,797,781,871,815,0.2597,85.78,0
frame_000230_fish_00.png,759,740,825,801,0.9103,89.71,0
frame_000230_fish_01.png,1118,630,1164,696,0.9065,78.52,0
frame_000230_fish_02.png,733,370,817,410,0.8657,81.34,0
frame_000230_fish_03.png,712,56,837,125,0.3313,89.38,0
frame_000231_fish_00.png,1093,603,1139,662,0.9082,78.07,0
frame_000231_fish_01.png,744,367,831,407,0.8906,80.14,0
frame_000231_fish_02.png,735,685,784,724,0.8808,81.03,0
frame_000231_fish_03.png,725,81,832,138,0.8292,89.78,0
frame_000232_fish_00.png,1080,581,1126,645,0.9084,79.42,0
frame_000232_fish_01.png,724,642,749,675,0.8806,78.88,0
frame_000232_fish_02.png,766,365,846,407,0.8759,88.02,0
frame_000232_fish_03.png,720,83,836,136,0.8018,91.63,0
frame_000232_fish_04.png,720,719,781,802,0.3303,95.95,0
frame_000233_fish_00.png,1060,556,1108,629,0.9116,81.69,0
frame_000233_fish_01.png,823,702,920,747,0.9097,81.40,0
frame_000233_fish_02.png,701,545,745,610,0.8957,78.99,0
frame_000233_fish_03.png,804,359,869,411,0.8605,92.38,0
frame_000233_fish_04.png,736,89,832,136,0.7313,90.22,0
frame_000234_fish_00.png,661,441,719,533,0.8992,81.02,0
frame_000234_fish_01.png,811,340,863,396,0.8921,90.92,0
frame_000234_fish_02.png,1050,517,1078,594,0.8858,76.33,0
frame_000234_fish_03.png,932,580,960,676,0.8616,78.83,0
frame_000234_fish_04.png,741,89,831,135,0.7467,90.18,0
frame_000235_fish_00.png,809,323,877,394,0.9039,95.35,0
frame_000235_fish_01.png,658,381,708,484,0.8919,82.57,0
frame_000235_fish_02.png,1049,491,1075,553,0.8794,89.05,0
frame_000235_fish_03.png,918,387,949,487,0.8566,84.44,0
frame_000235_fish_04.png,743,87,829,135,0.7835,90.40,0
frame_000236_fish_00.png,1028,479,1097,531,0.9081,82.56,0
frame_000236_fish_01.png,650,355,700,434,0.8792,86.66,0
frame_000236_fish_02.png,911,304,957,385,0.8533,80.45,0
frame_000236_fish_03.png,828,323,910,364,0.8353,91.28,0
frame_000236_fish_04.png,747,85,828,133,0.8318,90.46,0
frame_000236_fish_05.png,863,105,920,140,0.7671,91.07,0
frame_000237_fish_00.png,1042,487,1113,540,0.9025,81.43,0
frame_000237_fish_01.png,641,341,676,392,0.8696,87.55,0
frame_000237_fish_02.png,857,314,906,395,0.8418,84.38,0
frame_000237_fish_03.png,752,86,825,133,0.8413,89.45,0
frame_000237_fish_04.png,1233,183,1303,248,0.8100,93.03,0
frame_000237_fish_05.png,567,435,594,511,0.2599,93.92,0
frame_000238_fish_00.png,625,340,687,388,0.8960,85.50,0
frame_000238_fish_01.png,832,303,901,391,0.8738,90.00,0
frame_000238_fish_02.png,1081,476,1101,542,0.8367,85.03,0
frame_000238_fish_03.png,749,86,826,132,0.7979,89.77,0
frame_000238_fish_04.png,1269,237,1329,306,0.4691,92.07,0
frame_000239_fish_00.png,669,410,737,509,0.8891,85.00,0
frame_000239_fish_01.png,1235,286,1286,357,0.8796,91.47,0
frame_000239_fish_02.png,928,390,969,482,0.8783,90.11,0
frame_000239_fish_03.png,844,307,893,347,0.8653,86.79,0
frame_000239_fish_04.png,1054,468,1073,531,0.8261,85.71,0
frame_000239_fish_05.png,748,86,824,132,0.6925,89.72,0
frame_000240_fish_00.png,736,563,802,652,0.8767,81.31,0
frame_000240_fish_01.png,836,283,876,348,0.8559,85.78,0
frame_000240_fish_02.png,1199,322,1226,408,0.8447,83.94,0
frame_000240_fish_03.png,1026,470,1046,533,0.7652,85.31,0
frame_000240_fish_04.png,1005,517,1033,612,0.4943,89.52,0
frame_000241_fish_00.png,777,687,840,777,0.9092,80.62,0
frame_000241_fish_01.png,1167,408,1227,499,0.8869,83.58,0
frame_000241_fish_02.png,995,467,1021,531,0.8709,83.94,0
frame_000241_fish_03.png,807,305,841,355,0.8702,86.49,0
frame_000241_fish_04.png,1053,632,1086,734,0.8309,91.35,0
frame_000241_fish_05.png,753,93,821,131,0.3471,88.45,0
frame_000242_fish_00.png,831,780,858,830,0.8956,81.67,0
frame_000242_fish_01.png,1187,518,1237,578,0.8908,81.25,0
frame_000242_fish_02.png,968,467,1003,527,0.8726,87.74,0
frame_000242_fish_03.png,829,307,876,360,0.8723,91.53,0
frame_000242_fish_04.png,1100,754,1126,843,0.8524,88.07,0
frame_000242_fish_05.png,752,89,841,140,0.7587,90.37,0
frame_000243_fish_00.png,950,473,1031,513,0.8957,75.81,0
frame_000243_fish_01.png,813,362,905,424,0.8903,84.96,0
frame_000243_fish_02.png,1044,840,1119,878,0.8807,89.36,0
frame_000243_fish_03.png,826,814,863,864,0.8782,89.19,0
frame_000243_fish_04.png,1192,587,1229,623,0.8469,79.27,0
frame_000244_fish_00.png,991,458,1054,500,0.8951,76.14,0
frame_000244_fish_01.png,730,386,786,430,0.8809,84.76,0
frame_000244_fish_02.png,882,859,937,894,0.8589,90.79,0
frame_000244_fish_03.png,1181,630,1205,673,0.8458,82.24,0
frame_000245_fish_00.png,922,387,989,479,0.9032,91.07,0
frame_000245_fish_01.png,1099,678,1169,719,0.9017,77.29,0
frame_000245_fish_02.png,919,731,970,781,0.8946,84.67,0
frame_000245_fish_03.png,992,478,1065,511,0.8934,73.89,0
frame_000245_fish_04.png,829,836,909,882,0.8839,90.80,0
frame_000245_fish_05.png,703,382,759,456,0.8518,92.84,0
frame_000245_fish_06.png,566,436,593,510,0.2781,94.55,0
frame_000246_fish_00.png,1000,714,1089,750,0.9123,80.92,0
frame_000246_fish_01.png,864,604,905,696,0.8930,88.97,0
frame_000246_fish_02.png,742,412,830,463,0.8883,89.80,0
frame_000246_fish_03.png,763,799,844,837,0.8847,88.80,0
frame_000246_fish_04.png,1005,499,1083,539,0.8728,76.09,0
frame_000246_fish_05.png,1047,520,1080,600,0.7825,82.45,0
frame_000246_fish_06.png,1037,502,1079,600,0.2702,80.03,0
frame_000247_fish_00.png,954,731,989,776,0.9017,82.75,0
frame_000247_fish_01.png,1046,497,1119,543,0.8990,80.17,0
frame_000247_fish_02.png,974,528,1036,608,0.8971,88.57,0
frame_000247_fish_03.png,798,407,880,445,0.8718,89.82,0
frame_000247_fish_04.png,853,449,880,555,0.7702,89.38,0
frame_000247_fish_05.png,739,753,781,794,0.7178,88.00,0
frame_000247_fish_06.png,722,724,781,794,0.6826,94.27,0
frame_000247_fish_07.png,729,745,781,794,0.4694,91.49,0
frame_000248_fish_00.png,1080,484,1154,536,0.9079,84.99,0
frame_000248_fish_01.png,898,726,941,768,0.8961,81.10,0
frame_000248_fish_02.png,977,428,1005,515,0.8672,81.54,0
frame_000248_fish_03.png,811,383,905,427,0.7990,83.90,0
frame_000248_fish_04.png,736,711,759,790,0.7792,89.45,0
frame_000248_fish_05.png,823,318,904,428,0.6832,89.13,0
frame_000248_fish_06.png,737,711,760,755,0.6499,81.74,0
frame_000248_fish_07.png,772,79,905,135,0.6420,83.65,0
frame_000248_fish_08.png,828,318,891,410,0.5230,87.59,0
frame_000248_fish_09.png,831,319,879,388,0.4572,90.26,0
frame_000248_fish_10.png,566,435,593,510,0.2794,94.54,0
frame_000249_fish_00.png,992,391,1025,466,0.8972,81.00,0
frame_000249_fish_01.png,879,739,920,781,0.8845,82.56,0
frame_000249_fish_02.png,1133,455,1165,534,0.8809,76.49,0
frame_000249_fish_03.png,748,620,780,689,0.8511,77.92,0
frame_000249_fish_04.png,817,116,907,167,0.7453,86.81,0
frame_000249_fish_05.png,866,340,891,385,0.5610,82.76,0
frame_000249_fish_06.png,566,434,593,510,0.3299,94.54,0
frame_000250_fish_00.png,1135,448,1187,522,0.9095,82.85,0
frame_000250_fish_01.png,753,340,840,378,0.8967,90.31,0
frame_000250_fish_02.png,909,764,993,799,0.8945,84.80,0
frame_000250_fish_03.png,743,510,786,579,0.8920,83.84,0
frame_000250_fish_04.png,997,381,1029,454,0.8841,82.69,0
frame_000250_fish_05.png,566,434,593,510,0.3009,94.58,0
frame_000251_fish_00.png,984,387,1043,453,0.9122,85.47,0
frame_000251_fish_01.png,687,412,761,501,0.9074,86.71,0
frame_000251_fish_02.png,1128,433,1178,503,0.9047,82.24,0
frame_000251_fish_03.png,985,765,1051,802,0.8686,87.22,0
frame_000251_fish_04.png,720,346,749,406,0.7788,86.77,0
frame_000251_fish_05.png,565,434,592,511,0.3775,94.54,0
frame_000252_fish_00.png,962,368,1017,462,0.9077,85.94,0
frame_000252_fish_01.png,654,354,702,447,0.8777,88.24,0
frame_000252_fish_02.png,1115,398,1144,449,0.8607,82.06,0
frame_000252_fish_03.png,1055,744,1103,781,0.8471,87.38,0
frame_000252_fish_04.png,708,333,756,388,0.7597,88.68,0
frame_000252_fish_05.png,565,435,592,511,0.6858,94.50,0
frame_000253_fish_00.png,961,389,1007,451,0.8756,85.35,0
frame_000253_fish_01.png,1106,405,1153,441,0.8446,81.88,0
frame_000253_fish_02.png,626,285,671,378,0.8326,92.15,0
frame_000253_fish_03.png,737,307,763,393,0.5746,86.18,0
frame_000253_fish_04.png,566,434,593,510,0.5223,94.57,0
frame_000254_fish_00.png,975,371,1060,449,0.8940,89.24,0
frame_000254_fish_01.png,1053,739,1102,775,0.8856,85.25,0
frame_000254_fish_02.png,812,103,939,177,0.8463,84.67,0
frame_000254_fish_03.png,1136,395,1158,440,0.7806,82.91,0
frame_000254_fish_04.png,592,199,639,286,0.6499,94.17,0
frame_000254_fish_05.png,565,433,592,510,0.4171,94.64,0
frame_000255_fish_00.png,1094,461,1135,545,0.8998,88.04,0
frame_000255_fish_01.png,1003,725,1061,757,0.8815,85.90,0
frame_000255_fish_02.png,735,79,873,162,0.8703,87.10,0
frame_000255_fish_03.png,1129,385,1171,427,0.8477,82.70,0
frame_000255_fish_04.png,729,431,765,509,0.7234,84.00,0
frame_000255_fish_05.png,593,166,653,275,0.4783,94.84,0
frame_000255_fish_06.png,565,433,592,510,0.4514,94.43,0
frame_000256_fish_00.png,1144,585,1208,682,0.9089,86.43,0
frame_000256_fish_01.png,958,663,1022,721,0.8573,92.10,0
frame_000256_fish_02.png,601,162,690,218,0.8485,90.57,0
frame_000256_fish_03.png,715,434,738,495,0.8036,82.29,0
frame_000256_fish_04.png,1133,383,1179,421,0.7484,83.19,0
frame_000256_fish_05.png,565,433,592,510,0.5476,94.59,0
frame_000257_fish_00.png,1176,724,1254,784,0.8953,81.81,0
frame_000257_fish_01.png,1136,362,1172,411,0.8813,79.85,0
frame_000257_fish_02.png,934,575,971,646,0.8712,90.13,0
frame_000257_fish_03.png,713,359,746,412,0.7768,92.49,0
frame_000257_fish_04.png,564,435,591,510,0.5954,94.80,0
frame_000258_fish_00.png,1192,781,1243,831,0.8995,88.31,0
frame_000258_fish_01.png,1125,348,1170,410,0.8902,84.36,0
frame_000258_fish_02.png,938,525,964,611,0.8843,82.78,0
frame_000258_fish_03.png,701,310,735,385,0.8634,90.87,0
frame_000258_fish_04.png,564,434,592,509,0.5161,95.20,0
frame_000259_fish_00.png,1105,332,1161,396,0.9028,83.17,0
frame_000259_fish_01.png,944,485,988,563,0.8982,84.75,0
frame_000259_fish_02.png,1080,807,1167,843,0.8499,87.50,0
frame_000259_fish_03.png,679,296,711,365,0.7650,87.40,0
frame_000259_fish_04.png,565,435,592,508,0.4274,95.13,0
frame_000260_fish_00.png,848,769,944,809,0.8901,87.41,0
frame_000260_fish_01.png,1087,333,1147,368,0.8829,76.04,0
frame_000260_fish_02.png,985,399,1020,488,0.8816,85.06,0
frame_000260_fish_03.png,670,105,799,191,0.8412,88.68,0
frame_000260_fish_04.png,564,436,592,508,0.3873,95.50,0
frame_000260_fish_05.png,670,313,704,349,0.3297,86.41,0
frame_000261_fish_00.png,1076,341,1159,378,0.9067,77.55,0
frame_000261_fish_01.png,986,314,1055,363,0.8920,88.63,0
frame_000261_fish_02.png,687,723,773,760,0.8837,81.32,0
frame_000261_fish_03.png,703,91,824,173,0.8577,88.37,0
frame_000261_fish_04.png,678,327,714,362,0.5147,88.57,0
frame_000262_fish_00.png,1110,302,1174,417,0.8766,87.42,0
frame_000262_fish_01.png,697,347,734,390,0.3824,87.82,0
frame_000263_fish_00.png,1087,434,1209,498,0.8662,81.79,0
frame_000263_fish_01.png,701,370,752,406,0.7085,89.44,0
frame_000263_fish_02.png,704,744,754,791,0.3708,88.55,0
frame_000264_fish_00.png,1128,423,1202,473,0.8599,81.39,0
frame_000264_fish_01.png,710,372,758,418,0.8490,83.32,0
frame_000265_fish_00.png,1125,545,1178,664,0.8478,82.71,0
frame_000265_fish_01.png,1127,595,1178,664,0.3034,81.12,0
frame_000266_fish_00.png,1076,615,1189,669,0.8817,79.16,0
frame_000266_fish_01.png,732,416,806,456,0.8656,83.22,0
frame_000266_fish_02.png,686,735,734,784,0.8598,88.31,0
frame_000266_fish_03.png,1077,615,1156,669,0.5799,78.64,0
frame_000266_fish_04.png,688,735,758,792,0.3171,92.54,0
frame_000267_fish_00.png,955,565,1021,626,0.9116,80.69,0
frame_000267_fish_01.png,775,706,862,742,0.8960,76.68,0
frame_000267_fish_02.png,713,85,791,175,0.8943,89.13,0
frame_000267_fish_03.png,770,409,870,450,0.8920,87.79,0
frame_000267_fish_04.png,1152,643,1175,700,0.8461,81.78,0
frame_000268_fish_00.png,808,398,899,438,0.8999,82.72,0
frame_000268_fish_01.png,855,603,894,689,0.8990,78.98,0
frame_000268_fish_02.png,900,558,938,595,0.8841,77.34,0
frame_000268_fish_03.png,647,165,691,201,0.8412,87.23,0
frame_000268_fish_04.png,1140,649,1170,686,0.8032,75.72,0
frame_000268_fish_05.png,721,66,786,192,0.7785,87.21,0
frame_000269_fish_00.png,1119,651,1165,707,0.8954,90.60,0
frame_000269_fish_01.png,637,165,692,201,0.8861,84.99,0
frame_000269_fish_02.png,890,410,939,501,0.8686,81.37,0
frame_000269_fish_03.png,851,372,906,415,0.8400,80.83,0
frame_000269_fish_04.png,899,575,935,614,0.7711,84.75,0
frame_000270_fish_00.png,1124,613,1174,674,0.8986,87.43,0
frame_000270_fish_01.png,626,162,691,200,0.8764,84.23,0
frame_000270_fish_02.png,891,598,937,630,0.8738,74.93,0
frame_000270_fish_03.png,867,270,909,352,0.8668,86.60,0
frame_000270_fish_04.png,836,359,908,399,0.8657,80.90,0
frame_000271_fish_00.png,1126,538,1156,626,0.8833,89.73,0
frame_000271_fish_01.png,604,152,679,202,0.8790,85.61,0
frame_000271_fish_02.png,785,313,860,348,0.8545,86.36,0
frame_000271_fish_03.png,878,639,904,668,0.6521,79.44,0
frame_000272_fish_00.png,876,656,929,709,0.9009,81.73,0
frame_000272_fish_01.png,1073,459,1122,533,0.8921,91.65,0
frame_000272_fish_02.png,768,294,806,358,0.8726,87.77,0
frame_000272_fish_03.png,603,153,661,202,0.8618,88.92,0
frame_000272_fish_04.png,565,438,593,509,0.2548,95.60,0
frame_000273_fish_00.png,888,668,945,706,0.8932,82.71,0
frame_000273_fish_01.png,1014,398,1074,476,0.8930,91.63,0
frame_000273_fish_02.png,894,174,948,214,0.8079,87.41,0
frame_000273_fish_03.png,794,245,845,338,0.7831,91.46,0
frame_000274_fish_00.png,919,674,975,714,0.8943,78.86,0
frame_000274_fish_01.png,996,336,1027,432,0.8449,87.28,0
frame_000274_fish_02.png,596,213,654,273,0.8438,89.11,0
frame_000275_fish_00.png,632,267,704,344,0.8898,88.33,0
frame_000275_fish_01.png,945,671,1017,713,0.8893,83.20,0
frame_000275_fish_02.png,754,72,831,122,0.4533,90.37,0
frame_000276_fish_00.png,983,678,1064,708,0.9078,82.21,0
frame_000276_fish_01.png,736,421,796,513,0.8802,89.71,0
frame_000277_fish_00.png,930,318,982,413,0.8873,90.18,0
frame_000277_fish_01.png,1043,692,1117,731,0.8866,81.33,0
frame_000277_fish_02.png,830,600,909,674,0.8707,81.98,0
frame_000278_fish_00.png,1106,720,1182,767,0.8817,80.42,0
frame_000278_fish_01.png,980,437,1068,478,0.8759,85.85,0
frame_000278_fish_02.png,965,732,1034,802,0.8749,89.24,0
frame_000278_fish_03.png,946,315,986,399,0.8690,91.26,0
frame_000279_fish_00.png,1099,460,1173,541,0.9045,89.02,0
frame_000279_fish_01.png,1170,765,1247,801,0.8919,75.57,0
frame_000279_fish_02.png,877,433,961,473,0.8792,90.42,0
frame_000279_fish_03.png,1053,778,1074,827,0.4543,87.76,0
frame_000280_fish_00.png,1227,742,1286,804,0.9087,83.82,0
frame_000280_fish_01.png,816,477,889,527,0.8907,93.13,0
frame_000280_fish_02.png,1179,565,1208,664,0.8475,85.94,0
frame_000281_fish_00.png,1122,754,1197,811,0.8859,85.24,0
frame_000281_fish_01.png,1267,684,1294,755,0.8819,84.84,0
frame_000281_fish_02.png,798,497,824,588,0.8652,87.77,0
frame_000281_fish_03.png,565,437,592,508,0.2843,95.55,0
frame_000282_fish_00.png,1278,644,1307,701,0.8797,84.67,0
frame_000282_fish_01.png,837,567,903,636,0.8383,88.72,0
frame_000282_fish_02.png,1017,821,1094,875,0.6980,85.19,0
frame_000282_fish_03.png,565,436,592,508,0.2757,95.34,0
frame_000283_fish_00.png,1256,596,1297,666,0.8972,78.59,0
frame_000283_fish_01.png,565,435,592,508,0.4127,95.29,0
frame_000284_fish_00.png,1237,559,1279,632,0.9019,79.29,0
frame_000284_fish_01.png,916,533,965,616,0.8911,80.60,0
frame_000284_fish_02.png,881,846,953,881,0.6889,92.95,0
frame_000284_fish_03.png,770,796,853,828,0.5074,88.19,0
frame_000284_fish_04.png,565,435,592,508,0.4540,95.25,0
frame_000285_fish_00.png,1233,555,1267,627,0.8949,80.15,0
frame_000285_fish_01.png,818,804,871,852,0.8862,89.31,0
frame_000285_fish_02.png,927,471,955,550,0.8770,77.90,0
frame_000285_fish_03.png,926,399,958,541,0.4218,82.76,0
frame_000285_fish_04.png,565,436,593,508,0.2924,95.51,0
frame_000285_fish_05.png,927,399,958,505,0.2599,83.10,0
frame_000286_fish_00.png,739,637,796,726,0.9021,82.98,0
frame_000286_fish_01.png,1231,558,1255,620,0.8565,80.41,0
frame_000286_fish_02.png,908,433,986,464,0.8523,79.86,0
frame_000286_fish_03.png,565,436,593,508,0.2596,95.28,0
frame_000287_fish_00.png,1234,568,1287,616,0.8858,84.26,0
frame_000287_fish_01.png,619,728,705,773,0.8831,85.69,0
frame_000287_fish_02.png,770,446,831,470,0.8750,92.69,0
frame_000287_fish_03.png,696,540,758,605,0.8722,84.55,0
frame_000287_fish_04.png,565,435,592,509,0.3801,95.21,0
frame_000288_fish_00.png,1257,557,1322,618,0.9060,83.08,0
frame_000288_fish_01.png,617,423,658,512,0.8808,77.34,0
frame_000288_fish_02.png,650,379,703,474,0.8715,86.26,0
frame_000288_fish_03.png,565,436,592,509,0.8009,95.11,0
frame_000289_fish_00.png,1273,517,1301,583,0.8524,87.79,0
frame_000289_fish_01.png,617,701,649,741,0.8225,82.27,0
frame_000289_fish_02.png,1088,262,1138,334,0.8028,88.92,0
frame_000289_fish_03.png,622,309,668,412,0.7839,82.37,0
frame_000289_fish_04.png,565,435,592,509,0.4194,95.18,0
frame_000290_fish_00.png,1233,475,1293,542,0.9055,84.27,0
frame_000290_fish_01.png,668,625,713,687,0.8963,80.64,0
frame_000290_fish_02.png,1069,302,1142,374,0.8923,92.82,0
frame_000290_fish_03.png,635,277,677,372,0.8687,88.42,0
frame_000290_fish_04.png,565,436,592,509,0.5557,94.90,0
frame_000291_fish_00.png,1184,449,1245,530,0.8937,85.99,0
frame_000291_fish_01.png,756,570,804,619,0.8799,78.77,0
frame_000291_fish_02.png,1052,329,1086,423,0.8738,88.99,0
